Layer,Duration (seconds)
total_output,1.3060318000002553
total_hidden,1.7052401000000827
total_training_0,2.50721220000014
total_output,1.3189809999998943
total_hidden,1.7213032999998177
total_training_1,2.5433544000002257
total_output,1.3222673999998733
total_hidden,1.7166987000000518
total_training_2,2.540918900000179
total_output,1.322756400000344
total_hidden,1.7236133000001246
total_training_3,2.549519899999723
total_output,1.3499462999998286
total_hidden,1.7302740999998605
total_training_4,2.5655596000001424
total_output,1.327131300000019
total_hidden,1.7307193999999981
total_training_5,2.5454282000000603
total_output,1.3490891000001284
total_hidden,1.7442842999998902
total_training_6,2.5698591999998825
total_output,1.3201875999998265
total_hidden,1.7369370999999774
total_training_7,2.554738300000281
total_output,1.3280751000002056
total_hidden,1.713169199999811
total_training_8,2.5317473999998583
total_output,1.3349419999999554
total_hidden,1.7296448000001874
total_training_9,2.549217100000078
total_output,1.3368963999996595
total_hidden,1.7188909000001331
total_training_10,2.540411100000256
total_output,1.3240067000001545
total_hidden,1.7197707999998784
total_training_11,2.5393639999997504
total_output,1.333410400000048
total_hidden,1.719897899999978
total_training_12,2.5483266999999614
total_output,1.3292304000001423
total_hidden,1.732558600000175
total_training_13,2.564997299999959
total_output,1.3405883000000358
total_hidden,1.7229566000000887
total_training_14,2.5473791999997957
80_100_execution_time,38.235901600000034
