training_type,data_name,max_iter,n_particle,exec,score_train,score_test,score_val
exchange_layers,iris,20,20,14.07590429999982,0.01904761904761905,0.0,0.06666666666666667
exchange_layers,iris,20,40,15.482547699999941,0.11428571428571428,0.0,0.13333333333333333
exchange_layers,iris,20,60,16.742168799999945,1.8857142857142857,2.3,2.2
exchange_layers,iris,20,80,18.126719700000194,0.05714285714285714,0.0,0.0
exchange_layers,iris,20,100,19.47241290000011,0.047619047619047616,0.0,0.06666666666666667
exchange_layers,iris,40,20,15.503466900000149,1.4190476190476191,2.1,1.8
exchange_layers,iris,40,40,18.186023700000078,0.06666666666666667,0.0,0.0
exchange_layers,iris,40,60,20.70423420000043,0.047619047619047616,0.0,0.0
exchange_layers,iris,40,80,23.244890899999973,0.047619047619047616,0.0,0.06666666666666667
exchange_layers,iris,40,100,25.91026269999975,0.05714285714285714,0.0,0.0
exchange_layers,iris,60,20,17.07874619999984,0.0380952380952381,0.0,0.06666666666666667
exchange_layers,iris,60,40,20.963472699999784,1.7333333333333334,1.6666666666666667,1.2
exchange_layers,iris,60,60,26.643687699999646,0.047619047619047616,0.0,0.0
exchange_layers,iris,60,80,30.20796849999988,0.02857142857142857,0.0,0.06666666666666667
exchange_layers,iris,60,100,51.690370399999665,1.7333333333333334,1.6666666666666667,1.2
exchange_layers,iris,80,20,18.51317029999973,0.047619047619047616,0.0,0.0
exchange_layers,iris,80,40,23.434028900000158,1.8095238095238095,2.2,2.2
exchange_layers,iris,80,60,28.322029799999655,0.0380952380952381,0.0,0.0
exchange_layers,iris,80,80,33.37563940000018,0.02857142857142857,0.0,0.0
exchange_layers,iris,80,100,38.235901600000034,0.11428571428571428,0.0,0.0
exchange_layers,iris,100,20,19.873233399999663,2.380952380952381,3.0,2.2666666666666666
exchange_layers,iris,100,40,26.06239830000004,0.02857142857142857,0.0,0.0
exchange_layers,iris,100,60,32.29391950000036,0.0380952380952381,0.0,0.0
exchange_layers,iris,100,80,38.414648399999805,0.0761904761904762,0.0,0.13333333333333333
exchange_layers,iris,100,100,44.54609550000032,0.0380952380952381,0.0,0.06666666666666667
exchange_layers,iris,500,20,48.91388239999969,0.06666666666666667,0.0,0.06666666666666667
exchange_layers,iris,500,40,79.29688910000004,0.05714285714285714,0.0,0.0
exchange_layers,iris,500,60,109.60838160000003,1.8952380952380952,2.2666666666666666,2.2
exchange_layers,iris,500,80,140.6807457,0.06666666666666667,0.0,0.06666666666666667
exchange_layers,iris,500,100,171.41726999999992,0.02857142857142857,0.0,0.06666666666666667
exchange_layers,iris,1000,20,87.15788939999993,0.047619047619047616,0.0,0.0
exchange_layers,iris,1000,40,146.64852259999998,0.05714285714285714,0.0,0.0
exchange_layers,iris,1000,60,207.32786410000017,0.02857142857142857,0.0,0.0
exchange_layers,iris,1000,80,268.09313380000003,0.01904761904761905,0.0,0.0
exchange_layers,iris,1000,100,329.09767530000045,0.0380952380952381,0.0,0.06666666666666667
individual_layers,iris,20,20,15.638827099999617,1.4952380952380953,2.0,2.0
individual_layers,iris,20,40,17.08265709999978,0.29523809523809524,0.43333333333333335,0.4
individual_layers,iris,20,60,18.110213200001454,1.5047619047619047,1.6666666666666667,1.2
individual_layers,iris,20,80,19.81046140000035,1.542857142857143,1.9333333333333333,2.0
individual_layers,iris,20,100,21.39983840000059,2.8,3.4,2.8
individual_layers,iris,40,20,16.967357999999876,1.542857142857143,1.9333333333333333,2.0
individual_layers,iris,40,40,20.088896399998703,1.542857142857143,1.9333333333333333,2.0
individual_layers,iris,40,60,22.750902800000404,2.2666666666666666,3.1,2.533333333333333
individual_layers,iris,40,80,25.015583500000503,0.3619047619047619,0.2,0.4
individual_layers,iris,40,100,27.62907390000146,1.7333333333333334,1.6666666666666667,1.2
individual_layers,iris,60,20,18.799068199999965,1.8857142857142857,2.3,2.2
individual_layers,iris,60,40,22.460000900000523,1.8761904761904762,2.3,2.2
individual_layers,iris,60,60,26.477783700000145,1.8666666666666667,1.8333333333333333,1.4
individual_layers,iris,60,80,30.167157699999734,2.085714285714286,2.2,2.1333333333333333
individual_layers,iris,60,100,33.83054210000046,0.12380952380952381,0.03333333333333333,0.13333333333333333
individual_layers,iris,80,20,20.00424859999839,1.7714285714285714,1.6666666666666667,1.2
individual_layers,iris,80,40,25.144178499998816,0.638095238095238,0.8,0.6
individual_layers,iris,80,60,30.027633499999865,1.3523809523809525,1.6,1.5333333333333334
individual_layers,iris,80,80,35.06914440000037,1.542857142857143,1.9333333333333333,2.0
individual_layers,iris,80,100,40.17229169999882,1.638095238095238,1.5666666666666667,1.2
individual_layers,iris,100,20,21.358157399999982,0.49523809523809526,0.43333333333333335,0.5333333333333333
individual_layers,iris,100,40,27.634734000001117,0.26666666666666666,0.26666666666666666,0.4666666666666667
individual_layers,iris,100,60,34.406509300000835,0.37142857142857144,0.2,0.4
