training_type,data_name,max_iter,n_particle,exec,score_train,score_test,score_val
exchange_layers,wine,20,20,21.51043910000044,0.11290322580645161,0.0,0.05555555555555555
exchange_layers,wine,20,40,30.257504700000027,0.1532258064516129,0.027777777777777776,0.1111111111111111
exchange_layers,wine,20,60,39.2975277000005,0.024193548387096774,0.0,0.0
exchange_layers,wine,20,80,47.817130099999304,0.06451612903225806,0.0,0.05555555555555555
exchange_layers,wine,20,100,56.58728009999959,0.08870967741935484,0.0,0.2777777777777778
exchange_layers,wine,40,20,29.930399100000614,0.03225806451612903,0.027777777777777776,0.05555555555555555
exchange_layers,wine,40,40,46.691082299999835,0.016129032258064516,0.0,0.05555555555555555
exchange_layers,wine,40,60,63.905447500000264,0.6290322580645161,0.5833333333333334,0.5
exchange_layers,wine,40,80,80.97677310000017,2.8870967741935485,2.638888888888889,2.3333333333333335
exchange_layers,wine,40,100,97.54592260000027,0.6370967741935484,0.6111111111111112,0.4444444444444444
exchange_layers,wine,60,20,38.54198550000001,0.07258064516129033,0.0,0.0
exchange_layers,wine,60,40,63.48236679999991,0.056451612903225805,0.0,0.16666666666666666
exchange_layers,wine,60,60,88.77871030000006,0.056451612903225805,0.0,0.1111111111111111
exchange_layers,wine,60,80,113.76532169999973,0.06451612903225806,0.0,0.05555555555555555
exchange_layers,wine,60,100,138.68040049999945,0.06451612903225806,0.0,0.1111111111111111
exchange_layers,wine,80,20,46.90171229999942,0.06451612903225806,0.0,0.3333333333333333
exchange_layers,wine,80,40,80.3662301000004,1.8548387096774193,1.3055555555555556,1.6666666666666667
exchange_layers,wine,80,60,113.54925839999942,0.016129032258064516,0.0,0.05555555555555555
exchange_layers,wine,80,80,146.61819260000084,1.403225806451613,1.8611111111111112,1.2222222222222223
exchange_layers,wine,80,100,179.85265310000068,0.04032258064516129,0.0,0.05555555555555555
exchange_layers,wine,100,20,55.36543210000036,0.03225806451612903,0.0,0.0
exchange_layers,wine,100,40,96.6019526,0.0,0.0,0.05555555555555555
exchange_layers,wine,100,60,138.27175779999925,2.0161290322580645,1.4722222222222223,1.8333333333333333
exchange_layers,wine,100,80,208.03226230000018,0.008064516129032258,0.0,0.2222222222222222
exchange_layers,wine,100,100,220.80325819999962,0.0,0.0,0.05555555555555555
exchange_layers,wine,500,20,229.60369280000032,1.2741935483870968,1.4722222222222223,1.1666666666666667
exchange_layers,wine,500,40,432.7754593999998,1.2419354838709677,0.8611111111111112,0.9444444444444444
exchange_layers,wine,500,60,635.8580985000008,0.008064516129032258,0.0,0.0
exchange_layers,wine,500,80,839.2384193999987,2.1774193548387095,2.1666666666666665,1.7222222222222223
exchange_layers,wine,500,100,1044.9234467000006,0.008064516129032258,0.0,0.05555555555555555
exchange_layers,wine,1000,20,441.012545900001,1.403225806451613,1.8611111111111112,1.2222222222222223
exchange_layers,wine,1000,40,849.8504525000008,0.8064516129032258,1.0,0.7777777777777778
exchange_layers,wine,1000,60,1254.832457299999,0.9032258064516129,1.1111111111111112,0.6666666666666666
