Layer,Duration (seconds)
total_output,2.248756900000444
total_hidden,14.726870399998006
total_training_0,16.97563050000099
total_output,2.1940032000020437
total_hidden,14.643737499998679
total_training_1,16.837742799998523
total_output,2.218984899998759
total_hidden,16.36480589999701
total_training_2,18.583792400000675
total_output,2.3754243000003044
total_hidden,15.354175500000565
total_training_3,17.729602100000193
total_output,2.2294603000009374
total_hidden,14.986667500001204
total_training_4,17.216130699998757
total_output,2.211207000000286
total_hidden,14.843653600000835
total_training_5,17.05486369999926
total_output,2.195142600001418
total_hidden,14.802242199999455
total_training_6,16.997386499999266
total_output,2.2238881000012043
total_hidden,14.788738100000046
total_training_7,17.01263000000108
total_output,2.288796100001491
total_hidden,14.75967859999946
total_training_8,17.04847659999723
total_output,2.170263600000908
total_hidden,17.15384499999709
total_training_9,19.32411030000003
total_output,2.381509899998491
total_hidden,14.869523000001209
total_training_10,17.251034799999616
total_output,2.2722935999991023
total_hidden,14.89038459999938
total_training_11,17.162679900000512
total_output,2.2059875000013562
total_hidden,14.887814400000934
total_training_12,17.09380349999992
total_output,2.211137599999347
total_hidden,14.830579800000123
total_training_13,17.041719400000147
total_output,2.2045867999986513
total_hidden,14.756516099998407
total_training_14,16.96110469999985
100_20_execution_time,260.3302874000001
