Layer,Duration (seconds)
total_output,4.9627378000000135
total_hidden,6.4101291000001765
total_training_0,7.240621999999803
total_output,5.004008099999737
total_hidden,6.528523100000257
total_training_1,7.366075099999762
total_output,5.020892800000183
total_hidden,6.535547199999655
total_training_2,7.370197499999904
total_output,5.024184800000057
total_hidden,6.483572599999661
total_training_3,7.307369600000129
total_output,5.024450200000047
total_hidden,6.509772400000202
total_training_4,7.332477200000085
total_output,5.119859299999916
total_hidden,6.503126600000087
total_training_5,7.325637599999936
total_output,5.009025699999711
total_hidden,6.49251060000006
total_training_6,7.304241899999852
total_output,5.045474699999886
total_hidden,6.439733700000033
total_training_7,7.260893500000293
total_output,5.017651000000114
total_hidden,6.468482100000074
total_training_8,7.302735700000085
total_output,5.011454100000265
total_hidden,6.479212100000041
total_training_9,7.306295299999874
total_output,5.0129572000000735
total_hidden,6.452652699999817
total_training_10,7.281797900000129
total_output,5.0494699000000764
total_hidden,6.463259499999822
total_training_11,7.286530099999709
total_output,5.0809306000001015
total_hidden,6.479611700000078
total_training_12,7.316112199999679
total_output,5.026165499999934
total_hidden,6.46304790000022
total_training_13,7.286663300000328
total_output,4.997893399999612
total_hidden,6.458791800000199
total_training_14,7.282320199999958
500_60_execution_time,109.60838160000003
