Layer,Duration (seconds)
total_output,8.019269999999779
total_hidden,10.517495799999779
total_training_0,11.358680800000002
total_output,8.249863999999889
total_hidden,10.512932399999954
total_training_1,11.342599399999926
total_output,8.125908299999992
total_hidden,10.617539800000031
total_training_2,11.453463800000009
total_output,8.196353499999987
total_hidden,10.606618499999968
total_training_3,11.429923099999996
total_output,8.228526200000033
total_hidden,10.602589599999646
total_training_4,11.436251399999946
total_output,8.190302599999995
total_hidden,10.639493299999685
total_training_5,11.481079899999713
total_output,8.166533799999797
total_hidden,10.581276800000069
total_training_6,11.413351700000021
total_output,8.272601799999848
total_hidden,10.581087099999877
total_training_7,11.410913499999879
total_output,8.226433700000143
total_hidden,10.604455499999858
total_training_8,11.430233700000372
total_output,8.197359299999789
total_hidden,10.600105100000292
total_training_9,11.422386299999744
total_output,8.225354400000015
total_hidden,10.668641100000059
total_training_10,11.485312199999953
total_output,8.270291799999995
total_hidden,10.561213200000111
total_training_11,11.409644999999728
total_output,8.168765399999756
total_hidden,10.568837799999983
total_training_12,11.402655400000185
total_output,8.093522699999994
total_hidden,10.605641399999968
total_training_13,11.431759300000067
total_output,8.177598400000079
total_hidden,10.641778000000158
total_training_14,11.467401800000061
500_100_execution_time,171.41726999999992
