Layer,Duration (seconds)
total_output,0.5016814000000522
total_hidden,1.7869829999999638
total_training_0,2.288666700000249
total_output,0.5025839999998425
total_hidden,1.7894397000000026
total_training_1,2.2920259999996233
total_output,0.5000966000002336
total_hidden,1.7769094000000223
total_training_2,2.277007499999854
total_output,0.4980187000001024
total_hidden,1.7734372999998413
total_training_3,2.271457499999997
total_output,0.5061720000003334
total_hidden,1.777751900000112
total_training_4,2.283926199999769
total_output,0.5001959999999599
total_hidden,1.7718747000003532
total_training_5,2.27207240000007
total_output,0.49571530000002895
total_hidden,1.7751594000001205
total_training_6,2.270876600000065
total_output,0.519117599999845
total_hidden,1.77900499999987
total_training_7,2.298123999999916
total_output,0.501499700000295
total_hidden,1.7745802999997977
total_training_8,2.2760815999999977
total_output,0.49660039999980654
total_hidden,1.7747676000003594
total_training_9,2.271369400000367
total_output,0.49612370000022565
total_hidden,1.784319399999731
total_training_10,2.28044460000001
total_output,0.5015990000001693
total_hidden,1.7865421999999853
total_training_11,2.2881444999998166
total_output,0.5028502000000117
total_hidden,1.7829686000000038
total_training_12,2.28582009999991
total_output,0.4987127999997938
total_hidden,1.7794584999996914
total_training_13,2.278172899999845
total_output,0.5029654999998456
total_hidden,1.769318900000144
total_training_14,2.2722866999997677
20_60_execution_time,34.244644999999764
