Layer,Duration (seconds)
total_hidden,1.7101245000012568
total_output,6.899997970322147e-06
total_training_0,1.7244451000005938
total_hidden,1.732963700000255
total_output,7.99999907030724e-06
total_training_1,1.7471376000030432
total_hidden,1.6591217999994115
total_output,7.099999493220821e-06
total_training_2,1.6746273999997356
total_hidden,1.6935688000012306
total_output,6.300000677583739e-06
total_training_3,1.7070166999983485
total_hidden,1.7244916000017838
total_output,6.199999916134402e-06
total_training_4,1.7389831000000413
total_hidden,1.6875705999991624
total_output,6.400001439033076e-06
total_training_5,1.7016499000019394
total_hidden,1.7043153999984497
total_output,5.899997631786391e-06
total_training_6,1.7180244000010134
total_hidden,1.7400042000008398
total_output,7.399998139590025e-06
total_training_7,1.7543585999992501
total_hidden,1.6722106000015629
total_output,7.700000423938036e-06
total_training_8,1.6860465999998269
total_hidden,1.6960838999984844
total_output,6.100002792663872e-06
total_training_9,1.7108029000009992
total_hidden,1.7203752999994322
total_output,6.500002200482413e-06
total_training_10,1.734448600000178
total_hidden,1.6863769000010507
total_output,6.60000296193175e-06
total_training_11,1.7006741000004695
total_hidden,1.7149196999998821
total_output,6.500002200482413e-06
total_training_12,1.7282646999992721
total_hidden,1.7213408999996318
total_output,6.400001439033076e-06
total_training_13,1.7356508000011672
total_hidden,1.6909348000008322
total_output,6.70000008540228e-06
total_training_14,1.7054585000005318
100_40_execution_time,26.694359000000986
