training_type,data_name,max_iter,n_particle,exec,score_train,score_test,score_val
one_individual_layers,iris,20,20,2.2510698999999477,0.05714285714285714,0.0,0.06666666666666667
one_individual_layers,iris,20,40,4.2287030999999615,0.0380952380952381,0.0,0.0
one_individual_layers,iris,20,60,6.202112300000067,0.05714285714285714,0.0,0.06666666666666667
one_individual_layers,iris,20,80,8.18864300000007,0.047619047619047616,0.0,0.0
one_individual_layers,iris,20,100,10.149848200000065,0.0380952380952381,0.0,0.0
one_individual_layers,iris,40,20,4.287594000000013,0.047619047619047616,0.0,0.0
one_individual_layers,iris,40,40,8.112438800000064,0.047619047619047616,0.0,0.0
one_individual_layers,iris,40,60,12.554306500000052,0.02857142857142857,0.0,0.0
one_individual_layers,iris,40,80,17.325701099999947,0.047619047619047616,0.0,0.0
one_individual_layers,iris,40,100,20.36583710000002,0.05714285714285714,0.0,0.0
one_individual_layers,iris,60,20,6.4320288999999775,0.02857142857142857,0.0,0.0
one_individual_layers,iris,60,40,12.146768900000097,0.02857142857142857,0.0,0.0
one_individual_layers,iris,60,60,17.762628999999947,0.0380952380952381,0.0,0.0
one_individual_layers,iris,60,80,23.3831682,0.02857142857142857,0.0,0.0
one_individual_layers,iris,60,100,29.14475649999997,0.02857142857142857,0.0,0.0
one_individual_layers,iris,80,20,8.36240620000001,0.0380952380952381,0.0,0.0
one_individual_layers,iris,80,40,16.001600800000006,0.0380952380952381,0.0,0.0
one_individual_layers,iris,80,60,23.678994999999986,0.05714285714285714,0.0,0.0
one_individual_layers,iris,80,80,30.98741419999999,0.02857142857142857,0.0,0.0
one_individual_layers,iris,80,100,38.432505799999944,0.047619047619047616,0.0,0.0
one_individual_layers,iris,100,20,10.415939900000012,0.02857142857142857,0.0,0.0
one_individual_layers,iris,100,40,20.695302800000036,0.01904761904761905,0.0,0.0
one_individual_layers,iris,100,60,30.625704300000052,0.0380952380952381,0.0,0.0
one_individual_layers,iris,100,80,39.493534199999885,0.02857142857142857,0.0,0.0
one_individual_layers,iris,100,100,49.09918219999986,0.02857142857142857,0.0,0.0
one_individual_layers,iris,500,20,51.97509739999987,0.01904761904761905,0.0,0.0
one_individual_layers,iris,500,40,99.78139010000018,0.047619047619047616,0.0,0.0
one_individual_layers,iris,500,60,145.85485089999997,0.01904761904761905,0.0,0.0
one_individual_layers,iris,500,80,193.70919679999997,0.02857142857142857,0.0,0.0
one_individual_layers,iris,500,100,242.59269410000002,0.02857142857142857,0.0,0.0
one_individual_layers,iris,1000,20,103.98308300000008,0.01904761904761905,0.0,0.0
one_individual_layers,iris,1000,40,200.25498169999992,0.01904761904761905,0.0,0.0
one_individual_layers,iris,1000,60,292.6343125000003,0.02857142857142857,0.0,0.0
one_individual_layers,iris,1000,80,389.06946210000024,0.0,0.0,0.0
one_individual_layers,iris,1000,100,483.7176537,0.01904761904761905,0.0,0.0
