training_type,data_name,max_iter,n_particle,exec,score_train,score_test,score_val
one_individual_layers,wine,20,20,11.552068099999815,0.16129032258064516,0.05555555555555555,0.1111111111111111
one_individual_layers,wine,20,40,22.697009399999843,0.25806451612903225,0.027777777777777776,0.16666666666666666
one_individual_layers,wine,20,60,33.95492849999982,0.12096774193548387,0.05555555555555555,0.1111111111111111
one_individual_layers,wine,20,80,45.361511000000064,0.06451612903225806,0.027777777777777776,0.05555555555555555
one_individual_layers,wine,20,100,56.264358999999786,0.08870967741935484,0.027777777777777776,0.1111111111111111
one_individual_layers,wine,40,20,22.467637400000058,0.07258064516129033,0.05555555555555555,0.05555555555555555
one_individual_layers,wine,40,40,44.36626240000032,0.08064516129032258,0.027777777777777776,0.05555555555555555
one_individual_layers,wine,40,60,65.88598809999985,0.12903225806451613,0.027777777777777776,0.1111111111111111
one_individual_layers,wine,40,80,88.10663810000005,0.04032258064516129,0.05555555555555555,0.0
one_individual_layers,wine,40,100,109.42527329999984,0.06451612903225806,0.0,0.0
one_individual_layers,wine,60,20,33.30273450000004,0.08870967741935484,0.027777777777777776,0.05555555555555555
one_individual_layers,wine,60,40,65.8232837999999,0.04838709677419355,0.05555555555555555,0.0
one_individual_layers,wine,60,60,98.03260010000031,0.11290322580645161,0.027777777777777776,0.05555555555555555
one_individual_layers,wine,60,80,130.26940540000032,0.016129032258064516,0.027777777777777776,0.1111111111111111
one_individual_layers,wine,60,100,163.36364709999998,0.04032258064516129,0.0,0.0
one_individual_layers,wine,80,20,44.4886776000003,0.008064516129032258,0.0,0.05555555555555555
one_individual_layers,wine,80,40,87.34100399999988,0.04032258064516129,0.05555555555555555,0.0
one_individual_layers,wine,80,60,130.79901210000025,0.04838709677419355,0.027777777777777776,0.05555555555555555
one_individual_layers,wine,80,80,172.22607059999973,0.008064516129032258,0.027777777777777776,0.0
one_individual_layers,wine,80,100,214.71893809999983,0.024193548387096774,0.0,0.0
one_individual_layers,wine,100,20,54.793222199999946,0.016129032258064516,0.05555555555555555,0.05555555555555555
one_individual_layers,wine,100,40,107.92139880000013,0.016129032258064516,0.0,0.05555555555555555
one_individual_layers,wine,100,60,161.07733070000086,0.016129032258064516,0.0,0.05555555555555555
one_individual_layers,wine,100,80,214.38216660000035,0.06451612903225806,0.0,0.05555555555555555
one_individual_layers,wine,100,100,267.3833725000004,0.0,0.0,0.0
one_individual_layers,wine,500,20,272.2345379999997,0.008064516129032258,0.0,0.0
one_individual_layers,wine,500,40,534.5548736000001,0.0,0.0,0.0
one_individual_layers,wine,500,60,802.6825400999996,0.0,0.0,0.0
one_individual_layers,wine,500,80,1071.341306800001,0.0,0.0,0.0
one_individual_layers,wine,500,100,1325.1178690999986,0.0,0.0,0.0
one_individual_layers,wine,1000,20,545.8488496999998,0.0,0.0,0.0
one_individual_layers,wine,1000,40,1069.9064156000004,0.0,0.0,0.0
one_individual_layers,wine,1000,60,1595.7351744000007,0.0,0.0,0.0
one_individual_layers,wine,1000,80,2120.2111294999995,0.0,0.0,0.0
one_individual_layers,wine,1000,100,2646.5408591000014,0.0,0.0,0.0
