training_type,data_name,max_iter,n_particle,avgBest
training_exchange_layers,breast,100,60,0.4255778293206029
training_exchange_layers,breast,100,80,0.4476445073653471
training_exchange_layers,breast,100,100,0.4216671966368903
training_exchange_layers,breast,500,20,0.1196658219302202
training_exchange_layers,breast,500,40,0.1696488506678893
training_exchange_layers,breast,500,60,0.1534547271457225
training_exchange_layers,breast,500,80,0.1801923960197075
training_exchange_layers,breast,500,100,0.158892144789204
training_exchange_layers,breast,1000,20,0.1270544941982211
training_exchange_layers,breast,1000,40,0.0921303643438238
training_exchange_layers,breast,1000,60,0.0762494951475176
training_exchange_layers,breast,1000,80,0.1193894827345517
training_exchange_layers,breast,1000,100,0.1363016955054717
training_exchange_layers_e,breast,20,20,1.0998256734538423
training_exchange_layers_e,breast,20,40,0.7978749248927834
training_exchange_layers_e,breast,20,60,0.7007381768123923
training_exchange_layers_e,breast,20,80,1.4212814947548962
training_exchange_layers_e,breast,20,100,0.7847882439845186
training_exchange_layers_e,breast,40,20,0.6019067264020956
training_exchange_layers_e,breast,40,40,0.707112222294327
training_exchange_layers_e,breast,40,60,0.6434719407929115
training_exchange_layers_e,breast,40,80,0.6620133374510279
training_exchange_layers_e,breast,40,100,0.5884472671826966
training_exchange_layers_e,breast,60,20,0.5081248697024383
training_exchange_layers_e,breast,60,40,0.3909713151700403
training_exchange_layers_e,breast,60,60,0.4363745280588557
training_exchange_layers_e,breast,60,80,0.5137472037836732
training_exchange_layers_e,breast,60,100,0.4166827544991456
training_exchange_layers_e,breast,80,20,0.5038486616542935
training_exchange_layers_e,breast,80,40,0.4506522185859756
training_exchange_layers_e,breast,80,60,0.4898994568446106
training_exchange_layers_e,breast,80,80,0.404482275375828
training_exchange_layers_e,breast,80,100,0.3458892246291798
training_exchange_layers_e,breast,100,20,0.4706487786347442
training_exchange_layers_e,breast,100,40,0.3817231212823602
training_exchange_layers_e,breast,100,60,0.4108110030896322
training_exchange_layers_e,breast,100,80,0.5829327787919911
training_exchange_layers_e,breast,100,100,0.7198043968336901
training_exchange_layers_e,breast,500,20,0.2397141322284084
training_exchange_layers_e,breast,500,40,0.1546549182052313
training_exchange_layers_e,breast,500,60,0.2096875828322563
training_exchange_layers_e,breast,500,80,0.1623074002810534
training_exchange_layers_e,breast,500,100,0.1673270529037899
training_exchange_layers_e,breast,1000,20,0.1237675849164063
training_exchange_layers_e,breast,1000,40,0.1041990503010591
training_exchange_layers_e,breast,1000,60,0.1384394571089642
training_exchange_layers_e,breast,1000,80,0.1829383726899474
training_exchange_layers_e,breast,1000,100,0.1150823449243164
no_individual_layers,breast,20,20,0.8294659275706712
no_individual_layers,breast,20,40,0.740866343566874
no_individual_layers,breast,20,60,0.7499086175745711
no_individual_layers,breast,20,80,0.7048572125795672
no_individual_layers,breast,20,100,0.6163518865174545
no_individual_layers,breast,40,20,0.5612690025950918
no_individual_layers,breast,40,40,0.5149594341683361
no_individual_layers,breast,40,60,0.5510127690861759
no_individual_layers,breast,40,80,0.4368024476725597
no_individual_layers,breast,40,100,0.5959418359034643
no_individual_layers,breast,60,20,0.3939876556150697
no_individual_layers,breast,60,40,0.4776179993504231
no_individual_layers,breast,60,60,0.5449520642477614
no_individual_layers,breast,60,80,0.4016197769889195
no_individual_layers,breast,60,100,0.394966280933711
no_individual_layers,breast,80,20,0.4176234060874796
no_individual_layers,breast,80,40,0.4382350272657781
no_individual_layers,breast,80,60,0.3898044172803541
no_individual_layers,breast,80,80,0.4159698246002025
no_individual_layers,breast,80,100,0.3860958400938584
no_individual_layers,breast,100,20,0.3979558081042713
no_individual_layers,breast,100,40,0.359141404738425
no_individual_layers,breast,100,60,0.3282380472998666
no_individual_layers,breast,100,80,0.3415251604989207
no_individual_layers,breast,100,100,0.3339549669920792
no_individual_layers,breast,500,20,0.1610863231853966
no_individual_layers,breast,500,40,0.1802337252181085
no_individual_layers,breast,500,60,0.1514578194166638
no_individual_layers,breast,500,80,0.1770302948044351
no_individual_layers,breast,500,100,0.141759583561763
no_individual_layers,breast,1000,20,0.1492210930668487
no_individual_layers,breast,1000,40,0.125972868380542
no_individual_layers,breast,1000,60,0.1546089163442677
no_individual_layers,breast,1000,80,0.0967661898340384
no_individual_layers,breast,1000,100,0.0921626178605986
no_exchange_layers,breast,20,20,0.7970432151881481
no_exchange_layers,breast,20,40,0.7839339826571613
no_exchange_layers,breast,20,60,0.6747283297570148
no_exchange_layers,breast,20,80,0.9818170149636876
no_exchange_layers,breast,20,100,0.6781027156929414
no_exchange_layers,breast,40,20,0.6973925279432351
no_exchange_layers,breast,40,40,0.7135132557936352
no_exchange_layers,breast,40,60,0.6299409347252919
no_exchange_layers,breast,40,80,0.7103916123058772
no_exchange_layers,breast,40,100,0.4782993009701952
no_exchange_layers,breast,60,20,0.4965367715100134
no_exchange_layers,breast,60,40,0.755752095302479
no_exchange_layers,breast,60,60,0.4421242935427251
no_exchange_layers,breast,60,80,0.3782838744564839
no_exchange_layers,breast,60,100,0.4812124286619221
no_exchange_layers,breast,80,20,0.4866800735141871
