training_type,data_name,max_iter,n_particle,avgBest
no_exchange_layers,circle,500,20,0.2630269069235016
no_exchange_layers,circle,500,40,0.2265931696790241
no_exchange_layers,circle,500,60,0.1111709597407448
no_exchange_layers,circle,500,80,0.1489383240771304
no_exchange_layers,circle,500,100,0.1662171640533818
no_exchange_layers,circle,1000,20,0.171322117190128
no_exchange_layers,circle,1000,40,0.1494210531210694
no_exchange_layers,circle,1000,60,0.3482382859417439
no_exchange_layers,circle,1000,80,0.0845127055693994
no_exchange_layers,circle,1000,100,0.0760033320709454
