training_type,data_name,max_iter,n_particle,avgBest
training_exchange_layers_e,iris,40,40,0.4085207350103942
training_exchange_layers_e,iris,40,60,0.6158144787361526
training_exchange_layers_e,iris,40,80,0.3986076304032283
training_exchange_layers_e,iris,40,100,0.3665415887345083
training_exchange_layers_e,iris,60,20,0.5743685915665995
training_exchange_layers_e,iris,60,40,0.4836825777286813
training_exchange_layers_e,iris,60,60,0.480195901482597
training_exchange_layers_e,iris,60,80,0.3610164494566394
training_exchange_layers_e,iris,60,100,0.4209158817462185
training_exchange_layers_e,iris,80,20,0.3213569954755569
training_exchange_layers_e,iris,80,40,0.6870466939793143
training_exchange_layers_e,iris,80,60,0.2767296223587263
training_exchange_layers_e,iris,80,80,0.4991475333724258
training_exchange_layers_e,iris,80,100,0.408394931755893
training_exchange_layers_e,iris,100,20,0.2750249257792843
training_exchange_layers_e,iris,100,40,0.25844922222493
training_exchange_layers_e,iris,100,60,0.3101323363184162
training_exchange_layers_e,iris,100,80,0.3318338876498272
training_exchange_layers_e,iris,100,100,0.4312455774422376
training_exchange_layers_e,iris,500,20,0.1117513551773517
training_exchange_layers_e,iris,500,40,0.101657126666794
training_exchange_layers_e,iris,500,60,0.0905878810464834
training_exchange_layers_e,iris,500,80,0.0919586930205157
training_exchange_layers_e,iris,500,100,0.084391073963962
training_exchange_layers_e,iris,1000,20,0.0866791515047648
training_exchange_layers_e,iris,1000,40,0.0695776910177675
training_exchange_layers_e,iris,1000,60,0.0780370658514473
training_exchange_layers_e,iris,1000,80,0.0719687187826065
training_exchange_layers_e,iris,1000,100,0.0557793652068408
no_individual_layers,iris,20,20,0.6288833860002867
no_individual_layers,iris,20,40,0.6929462121642755
no_individual_layers,iris,20,60,0.5819961284756461
no_individual_layers,iris,20,80,0.6763750269411641
no_individual_layers,iris,20,100,0.7912067440953676
no_individual_layers,iris,40,20,0.6489025345725428
no_individual_layers,iris,40,40,0.6197092984373508
no_individual_layers,iris,40,60,0.3521545644189949
no_individual_layers,iris,40,80,0.5155006717002152
no_individual_layers,iris,40,100,0.4501462956462511
no_individual_layers,iris,60,20,0.5235319857835113
no_individual_layers,iris,60,40,0.3987734946347654
no_individual_layers,iris,60,60,0.4201515960066666
