Layer,Duration (seconds)
total_hidden,709.5918951999993
total_output,8.400002116104588e-06
total_training_0,709.7805593000012
total_hidden,714.1821347999976
total_output,8.200000593205914e-06
total_training_1,714.3972751000001
total_hidden,713.5492086999984
total_output,7.899998308857903e-06
total_training_2,713.7625966999985
total_hidden,711.4083446000004
total_output,7.700000423938036e-06
total_training_3,711.6270388000012
total_hidden,700.4281272000007
total_output,8.099999831756577e-06
total_training_4,700.6341452000015
total_hidden,710.150194400001
total_output,7.700000423938036e-06
total_training_5,710.3519149999993
total_hidden,711.1567207000007
total_output,8.200000593205914e-06
total_training_6,711.367298000001
total_hidden,711.2477638000018
total_output,8.799997885944322e-06
total_training_7,711.4463980999972
total_hidden,713.9836017999987
total_output,7.90000194683671e-06
total_training_8,714.1859170000025
total_hidden,705.6699191000007
total_output,7.400001777568832e-06
total_training_9,705.8915783000011
total_hidden,709.9784377999968
total_output,8.099999831756577e-06
total_training_10,710.1985454999995
total_hidden,713.3704164999981
total_output,7.200000254670158e-06
total_training_11,713.5865380000032
total_hidden,708.5360919000013
total_output,8.499999239575118e-06
total_training_12,708.7487671999988
total_hidden,713.5397068999991
total_output,8.100003469735384e-06
total_training_13,713.7602165000026
total_hidden,706.0771335999998
total_output,7.599999662488699e-06
total_training_14,706.2749216999982
1000_80_execution_time,10656.9519062
