Layer,Duration (seconds)
total_output,1.587254799999755
total_hidden,5.574552799999765
total_training_0,7.16181030000007
total_output,1.5848475000002509
total_hidden,5.579206299999896
total_training_1,7.164056499999788
total_output,1.5859731999998985
total_hidden,5.604185599999255
total_training_2,7.190161499999704
total_output,1.5778398000002198
total_hidden,5.534442000000126
total_training_3,7.1122833999997965
total_output,1.561230400000568
total_hidden,5.52460069999961
total_training_4,7.085833199999797
total_output,1.5689435000003868
total_hidden,5.507210899999336
total_training_5,7.076156099999935
total_output,1.5813456999994742
total_hidden,5.510583799999949
total_training_6,7.091931499999191
total_output,1.5686619999996765
total_hidden,5.528548299999784
total_training_7,7.097211599999355
total_output,1.5662343000003602
total_hidden,5.515955400000166
total_training_8,7.082192599999871
total_output,1.5771120999997947
total_hidden,5.544489899999462
total_training_9,7.121603399999913
total_output,1.5666700000001583
total_hidden,5.546038800000133
total_training_10,7.112710099999276
total_output,1.558860199999799
total_hidden,5.5234104999999545
total_training_11,7.082272100000409
total_output,1.5587722000000213
total_hidden,5.521258599999783
total_training_12,7.080032299999402
total_output,1.5608864999994694
total_hidden,5.532554599999457
total_training_13,7.0934428999999
total_output,1.5626722999995764
total_hidden,5.520111300000281
total_training_14,7.082786299999498
100_40_execution_time,106.66373440000007
