Layer,Duration (seconds)
total_hidden,32.34400099999948
total_output,7.900000127847306e-06
total_training_0,32.42755739999939
total_hidden,32.3648632000004
total_output,7.300000106624793e-06
total_training_1,32.47433490000003
total_hidden,31.391856999999618
total_output,7.200000254670158e-06
total_training_2,31.499480700000277
total_hidden,31.971569000000272
total_output,7.900000127847306e-06
total_training_3,32.07874040000024
total_hidden,33.65649039999971
total_output,7.499999810534064e-06
total_training_4,33.75358479999977
total_hidden,31.646805499999573
total_output,7.3999999585794285e-06
total_training_5,31.757503899999392
total_hidden,31.765157799999542
total_output,7.79999936639797e-06
total_training_6,31.876482399999986
total_hidden,31.54291809999995
total_output,7.099999493220821e-06
total_training_7,31.652505899999596
total_hidden,33.14504659999966
total_output,7.499999810534064e-06
total_training_8,33.248245900000256
total_hidden,32.28540150000026
total_output,7.499999810534064e-06
total_training_9,32.39468140000008
total_hidden,31.72435889999997
total_output,7.599999662488699e-06
total_training_10,31.83491630000026
total_hidden,31.965005400000337
total_output,9.200000022246968e-06
total_training_11,32.069411299999956
total_hidden,33.161145099999885
total_output,7.499999810534064e-06
total_training_12,33.278842600000644
total_hidden,31.847818999999618
total_output,7.599999662488699e-06
total_training_13,31.948429500000202
total_hidden,31.63218229999984
total_output,7.700000423938036e-06
total_training_14,31.732441500000277
80_40_execution_time,484.94376490000013
