Layer,Duration (seconds)
total_output,0.22789739999996073
total_hidden,0.28041220000000067
total_training_0,0.50831160000007
total_output,0.21976189999998041
total_hidden,0.2776522000000341
total_training_1,0.4974167000000307
total_output,0.22291139999992993
total_hidden,0.2966784000000189
total_training_2,0.5195930999999518
total_output,0.22144509999998263
total_hidden,0.2843838000000005
total_training_3,0.5058302999999569
total_output,0.2202965999999833
total_hidden,0.2826780000000326
total_training_4,0.5029763999999659
total_output,0.22207030000004124
total_hidden,0.2819311999999172
total_training_5,0.5040032999999084
total_output,0.22320720000004712
total_hidden,0.2978737999999339
total_training_6,0.5210822999999891
total_output,0.2207115999999587
total_hidden,0.2828858999999966
total_training_7,0.503599300000019
total_output,0.22228070000005573
total_hidden,0.28165930000000117
total_training_8,0.5039424999999937
total_output,0.23272330000008878
total_hidden,0.28245059999994737
total_training_9,0.5151753999999755
total_output,0.21933830000000398
total_hidden,0.28089599999998427
total_training_10,0.5002369000000044
total_output,0.22109949999992295
total_hidden,0.2945978999999852
total_training_11,0.5156987000000299
total_output,0.2219787000000224
total_hidden,0.2830069999999978
total_training_12,0.5049873000000389
total_output,0.2194181000000981
total_hidden,0.28403530000002775
total_training_13,0.5034550999999965
total_output,0.2196084999999357
total_hidden,0.27713650000009693
total_training_14,0.496746499999972
60_20_execution_time,8.583063700000025
