Layer,Duration (seconds)
total_output,0.6704112999996141
total_hidden,0.8664745000005496
total_training_0,1.85761950000051
total_output,0.6361520999998902
total_hidden,0.8982203000014124
total_training_1,1.8139649000004283
total_output,0.6523674000000028
total_hidden,0.8498002999986056
total_training_2,1.7548311000009562
total_output,0.6686427999993612
total_hidden,0.8666094000000157
total_training_3,1.7962975000009465
total_output,0.6353526000002603
total_hidden,0.8399154999988241
total_training_4,1.7519661000005726
total_output,0.6503512999988743
total_hidden,0.8182534999996278
total_training_5,1.7394418000003498
total_output,0.6755744999991293
total_hidden,0.84418259999984
total_training_6,1.7478962000004685
total_output,0.6575880000000325
total_hidden,0.8471331000000646
total_training_7,1.7475627000003442
total_output,0.6377047000005405
total_hidden,0.8395765999994182
total_training_8,1.7390780999994604
total_output,0.6398879999997007
total_hidden,0.8408834000001661
total_training_9,1.7487796000004892
total_output,0.6479849999996077
total_hidden,0.8225832000007358
total_training_10,1.7486650999999256
total_output,0.6357936999993399
total_hidden,0.8357410000007803
total_training_11,1.7489656999987346
total_output,0.6497318000001542
total_hidden,0.8233391000012489
total_training_12,1.738021100001788
total_output,0.6439198999996734
total_hidden,0.8434479000006831
total_training_13,1.74429759999839
total_output,0.6478876000001037
total_hidden,0.8559806000012031
total_training_14,1.7592050000002928
60_60_execution_time,26.477783700000145
