Layer,Duration (seconds)
total_output,6.496490600002289
total_hidden,7.005532500003028
total_training_0,7.833388800001558
total_output,6.635482599998795
total_hidden,7.0800912999984575
total_training_1,7.9185575999981666
total_output,6.651107600002433
total_hidden,7.069278899998608
total_training_2,7.908778699998948
total_output,6.662027599999419
total_hidden,7.082204400001501
total_training_3,7.918937800001004
total_output,6.631594200000109
total_hidden,7.124255200000334
total_training_4,7.979001200001221
total_output,6.638553199998569
total_hidden,7.142031400002452
total_training_5,7.966769799997564
total_output,6.655111899999611
total_hidden,7.059814699998242
total_training_6,7.88865259999875
total_output,6.647530999998708
total_hidden,7.138156200002413
total_training_7,7.959416099998634
total_output,6.651592099999107
total_hidden,7.118866400000115
total_training_8,7.951546599997528
total_output,6.630690800000593
total_hidden,7.087125600002764
total_training_9,7.916237600002205
total_output,6.620300200000202
total_hidden,7.108258500000375
total_training_10,7.944225899998855
total_output,6.654246800000692
total_hidden,7.150878100001137
total_training_11,7.98905879999802
total_output,6.634666900001321
total_hidden,7.140896600001724
total_training_12,7.975067300001683
total_output,6.647747200000595
total_hidden,7.093768900002033
total_training_13,7.913252599999396
total_output,6.633648300001369
total_hidden,7.143030800001725
total_training_14,7.9674932999987504
500_100_execution_time,119.07044429999951
