Layer,Duration (seconds)
total_output,1.0568553000002794
total_hidden,1.3951203000001442
total_training_0,2.2277164999995875
total_output,1.0861956000003374
total_hidden,1.3849629000001187
total_training_1,2.2088504999996985
total_output,1.0738948999996865
total_hidden,1.3902753000002122
total_training_2,2.2145298000000366
total_output,1.09612049999987
total_hidden,1.3961417000000438
total_training_3,2.224865900000168
total_output,1.0782077999997455
total_hidden,1.3948153000001184
total_training_4,2.223848099999941
total_output,1.0961704000001191
total_hidden,1.404617000000144
total_training_5,2.2572206999998343
total_output,1.0953593999997793
total_hidden,1.390809999999874
total_training_6,2.2153736999998728
total_output,1.0914029000000482
total_hidden,1.4058231999997588
total_training_7,2.2109245999999985
total_output,1.0757965000002514
total_hidden,1.396264400000291
total_training_8,2.2365710999997646
total_output,1.1048502999997254
total_hidden,1.4014666999996734
total_training_9,2.2395449000000553
total_output,1.0691119999996772
total_hidden,1.3908400999998776
total_training_10,2.2322041000002173
total_output,1.0839028000000326
total_hidden,1.3881280999999035
total_training_11,2.1978456000001643
total_output,1.0797223999998096
total_hidden,1.3881456999997681
total_training_12,2.2061337000000094
total_output,1.0861743999998907
total_hidden,1.4088015000002088
total_training_13,2.231372300000203
total_output,1.0784318000000894
total_hidden,1.3970002000000932
total_training_14,2.212897999999768
80_80_execution_time,33.37563940000018
