training_type,data_name,max_iter,n_particle,stdBest
training_exchange_layers_e,breast,500,40,0.101656012683681
training_exchange_layers_e,breast,500,60,0.0860881466865401
training_exchange_layers_e,breast,500,80,0.0866898598980098
training_exchange_layers_e,breast,500,100,0.1060731273745548
training_exchange_layers_e,breast,1000,20,0.0714153718241838
training_exchange_layers_e,breast,1000,40,0.0548140197806651
training_exchange_layers_e,breast,1000,60,0.096329731502514
training_exchange_layers_e,breast,1000,80,0.0613119449308366
training_exchange_layers_e,breast,1000,100,0.0707283662580619
no_individual_layers,breast,20,20,0.4948817025653067
no_individual_layers,breast,20,40,0.4459081492910208
no_individual_layers,breast,20,60,0.4069026856743121
no_individual_layers,breast,20,80,0.4429630488802156
no_individual_layers,breast,20,100,0.4394727444659358
no_individual_layers,breast,40,20,0.3045933636656308
no_individual_layers,breast,40,40,0.2917137279033962
no_individual_layers,breast,40,60,0.3310419592740295
no_individual_layers,breast,40,80,0.2934244636563871
no_individual_layers,breast,40,100,0.348405673322582
no_individual_layers,breast,60,20,0.2054859906048268
no_individual_layers,breast,60,40,0.271514719329997
no_individual_layers,breast,60,60,0.2959341669504954
no_individual_layers,breast,60,80,0.2282430314758737
no_individual_layers,breast,60,100,0.2433460643897889
no_individual_layers,breast,80,20,0.2075359868003985
no_individual_layers,breast,80,40,0.2765123411712218
no_individual_layers,breast,80,60,0.2186426382039374
no_individual_layers,breast,80,80,0.2221472462774748
no_individual_layers,breast,80,100,0.2093147716767039
no_individual_layers,breast,100,20,0.1670063977052108
no_individual_layers,breast,100,40,0.1769187379486091
no_individual_layers,breast,100,60,0.1945301231444893
no_individual_layers,breast,100,80,0.2065442814455242
no_individual_layers,breast,100,100,0.1754471760638547
no_individual_layers,breast,500,20,0.0662914147914829
no_individual_layers,breast,500,40,0.0782777083802279
no_individual_layers,breast,500,60,0.0704283398442496
no_individual_layers,breast,500,80,0.0861104443054965
no_individual_layers,breast,500,100,0.0717879242521026
no_individual_layers,breast,1000,20,0.0592021594387595
no_individual_layers,breast,1000,40,0.0442523729807837
no_individual_layers,breast,1000,60,0.0703963374052791
no_individual_layers,breast,1000,80,0.0510430596537464
no_individual_layers,breast,1000,100,0.0482393830173586
no_exchange_layers,breast,20,20,0.4317199981955654
no_exchange_layers,breast,20,40,0.4124086191340405
no_exchange_layers,breast,20,60,0.3859527995067568
no_exchange_layers,breast,20,80,0.6602947708280109
no_exchange_layers,breast,20,100,0.4071168138780707
no_exchange_layers,breast,40,20,0.4124608586544575
no_exchange_layers,breast,40,40,0.4343760016530894
no_exchange_layers,breast,40,60,0.4058704253085782
no_exchange_layers,breast,40,80,0.534963053261861
no_exchange_layers,breast,40,100,0.3278844718533051
no_exchange_layers,breast,60,20,0.2798760360257497
no_exchange_layers,breast,60,40,0.4954892081047277
no_exchange_layers,breast,60,60,0.2081922899464545
no_exchange_layers,breast,60,80,0.2101336833041414
no_exchange_layers,breast,60,100,0.3265618079322518
no_exchange_layers,breast,80,20,0.273630362823353
no_exchange_layers,breast,80,40,0.2593078715574495
no_exchange_layers,breast,80,60,0.3435826308994415
no_exchange_layers,breast,80,80,0.2966673070142321
no_exchange_layers,breast,80,100,0.2058279326960073
no_exchange_layers,breast,100,20,0.1722613751988162
no_exchange_layers,breast,100,40,0.1894185747641253
no_exchange_layers,breast,100,60,0.2745493170721116
no_exchange_layers,breast,100,80,0.3378949643725155
no_exchange_layers,breast,100,100,0.3246669639901823
no_exchange_layers,breast,500,20,0.1139479717036389
no_exchange_layers,breast,500,40,0.0917641469077698
no_exchange_layers,breast,500,60,0.129463454649457
no_exchange_layers,breast,500,80,0.0977652466975856
no_exchange_layers,breast,500,100,0.1548208560712022
no_exchange_layers,breast,1000,20,0.0673601851578319
no_exchange_layers,breast,1000,40,0.0581866045375502
no_exchange_layers,breast,1000,60,0.0663704393404895
no_exchange_layers,breast,1000,80,0.0709996284769543
no_exchange_layers,breast,1000,100,0.0626918547954514
