Layer,Duration (seconds)
total_output,9.63315750000038
total_hidden,61.05128629999672
total_training_0,61.991119600003
total_output,9.659684300000663
total_hidden,62.00492080000549
total_training_1,62.93288539999776
total_output,9.848093000000517
total_hidden,61.08824850000383
total_training_2,62.020667500000854
total_output,9.921194000002288
total_hidden,61.90355350000027
total_training_3,62.84693849999894
total_output,9.38242739999987
total_hidden,61.14879739999742
total_training_4,62.07160219999787
total_output,9.93295880000369
total_hidden,62.05738099999871
total_training_5,62.99453610000637
total_output,9.447465899997042
total_hidden,61.08662180000101
total_training_6,62.0147461000015
total_output,9.916539900004864
total_hidden,61.63556199999584
total_training_7,62.56192149999697
total_output,9.733880799998587
total_hidden,62.21311129999958
total_training_8,63.147753700002795
total_output,9.886400800001866
total_hidden,61.75742729999911
total_training_9,62.68887339999492
total_output,9.801262900000438
total_hidden,62.03712639999867
total_training_10,62.964542300003814
total_output,9.737379400001373
total_hidden,61.69873499999812
total_training_11,62.63067359999695
total_output,9.962316600001941
total_hidden,62.197012199998426
total_training_12,63.120233100002224
total_output,9.805723500001477
total_hidden,61.476991999996244
total_training_13,62.41016169999784
total_output,9.664517499993963
total_hidden,61.92876879999676
total_training_14,62.866400399994745
100_80_execution_time,939.3137925999981
