Layer,Duration (seconds)
total_output,5.46022869999797
total_hidden,5.855674700000236
total_training_0,11.315905899999052
total_output,5.569157199999609
total_hidden,6.025843100000202
total_training_1,11.595002199999726
total_output,5.578935499997897
total_hidden,6.013416099998722
total_training_2,11.592353000000003
total_output,5.585670899999968
total_hidden,5.982144300000073
total_training_3,11.567817700000887
total_output,5.5852928000022075
total_hidden,5.969926000001578
total_training_4,11.555243200000405
total_output,5.593821500002377
total_hidden,5.944163399999525
total_training_5,11.537988899999618
total_output,5.592609299998003
total_hidden,6.023097499997675
total_training_6,11.61570859999847
total_output,5.667250599999534
total_hidden,6.0493248000020685
total_training_7,11.716577600000164
total_output,5.64842839999983
total_hidden,5.995575400000234
total_training_8,11.644005400001333
total_output,5.5893716999999015
total_hidden,5.9652606999989075
total_training_9,11.554633899999317
total_output,5.600735500000155
total_hidden,5.9766435000019555
total_training_10,11.57738049999898
total_output,5.584196299998439
total_hidden,5.971371399999043
total_training_11,11.555569100000866
total_output,5.621274199998879
total_hidden,5.9639972999975726
total_training_12,11.585273299999244
total_output,5.58579109999846
total_hidden,5.958709700000327
total_training_13,11.544502400000056
total_output,5.59337510000114
total_hidden,5.958485000002838
total_training_14,11.551861799998733
1000_40_execution_time,173.5564642999998
