Layer,Duration (seconds)
total_output,0.3243332999991253
total_hidden,0.34799520000160555
total_training_0,0.6723316000025079
total_output,0.3368263000011211
total_hidden,0.3607620000002498
total_training_1,0.6975903999991715
total_output,0.3300549999985378
total_hidden,0.3584765999985393
total_training_2,0.6885331999983464
total_output,0.3308945999997377
total_hidden,0.3539617999995244
total_training_3,0.6848580999976548
total_output,0.3332957999991777
total_hidden,0.3532017999968957
total_training_4,0.6864989999994577
total_output,0.33093750000261934
total_hidden,0.3603457999997772
total_training_5,0.6912859000003664
total_output,0.3317209000015282
total_hidden,0.3540993000024173
total_training_6,0.6858217999979388
total_output,0.33280730000115
total_hidden,0.35463329999765847
total_training_7,0.6874422000000777
total_output,0.32833949999985634
total_hidden,0.3587109000000055
total_training_8,0.6870525999984238
total_output,0.3281115999998292
total_hidden,0.35621529999843915
total_training_9,0.6843283000016527
total_output,0.3355241000026581
total_hidden,0.35570000000006985
total_training_10,0.6912264999991748
total_output,0.3295758000022033
total_hidden,0.357775300002686
total_training_11,0.6873524999973597
total_output,0.3300583000018378
total_hidden,0.3540809000005538
total_training_12,0.6841408000000229
total_output,0.33672719999958645
total_hidden,0.3516195999982301
total_training_13,0.688352200002555
total_output,0.32934969999769237
total_hidden,0.35508960000152
total_training_14,0.6844410999983666
40_60_execution_time,10.332045999999536
