Layer,Duration (seconds)
total_hidden,11.77164840000114
total_output,1.0600000678095967e-05
total_training_0,11.820877899997868
total_hidden,11.8474341000001
total_output,6.599999323952943e-06
total_training_1,11.905566099998396
total_hidden,11.85843659999955
total_output,6.999998731771484e-06
total_training_2,11.924071100002038
total_hidden,11.92730080000183
total_output,6.199999916134402e-06
total_training_3,11.97628750000149
total_hidden,11.942653099999006
total_output,6.699996447423473e-06
total_training_4,11.997297599999001
total_hidden,11.916534799998772
total_output,6.800000846851617e-06
total_training_5,11.966688700002123
total_hidden,12.01063360000262
total_output,6.399997801054269e-06
total_training_6,12.066594700001588
total_hidden,11.973465000002761
total_output,6.199999916134402e-06
total_training_7,12.032410100000561
total_hidden,12.024176200000511
total_output,6.899997970322147e-06
total_training_8,12.074379499998031
total_hidden,11.863696400003391
total_output,6.599999323952943e-06
total_training_9,11.912230099998851
total_hidden,11.889952900000935
total_output,5.600002623395994e-06
total_training_10,11.948669100002007
total_hidden,11.822454000001017
total_output,6.400001439033076e-06
total_training_11,11.877569999996922
total_hidden,11.85882539999875
total_output,6.199999916134402e-06
total_training_12,11.90781170000264
total_hidden,11.877613200002088
total_output,6.300000677583739e-06
total_training_13,11.925769200002833
total_hidden,11.868104299999686
total_output,6.599999323952943e-06
total_training_14,11.926851299998816
80_80_execution_time,180.18014940000285
