Layer,Duration (seconds)
total_output,1.1051702000004298
total_hidden,1.4536856999984593
total_training_0,2.354946800000107
total_output,1.0913838999986183
total_hidden,1.4263522000001103
total_training_1,2.3289263999995455
total_output,1.10827160000008
total_hidden,1.4222063000015623
total_training_2,2.322826999999961
total_output,1.087097999999969
total_hidden,1.432382899998629
total_training_3,2.340823599999567
total_output,1.096381700001075
total_hidden,1.4241889999993873
total_training_4,2.34157950000008
total_output,1.0882949999995617
total_hidden,1.4319727000001876
total_training_5,2.3366769999993267
total_output,1.0919627999992372
total_hidden,1.4305122999994637
total_training_6,2.3323387000000366
total_output,1.0949825999996392
total_hidden,1.4297485999995843
total_training_7,2.3286877000009554
total_output,1.1032221000004938
total_hidden,1.4412960999998177
total_training_8,2.3366071000000375
total_output,1.1031032000009873
total_hidden,1.4127771000003122
total_training_9,2.3186912999990454
total_output,1.0845090000002529
total_hidden,1.41013539999949
total_training_10,2.309090799999467
total_output,1.09130340000047
total_hidden,1.4407245999991574
total_training_11,2.3452690999984043
total_output,1.0931307000009838
total_hidden,1.4478163000003406
total_training_12,2.355630800000654
total_output,1.0839176000008592
total_hidden,1.4384663999990153
total_training_13,2.338122499999372
total_output,1.0809972999995807
total_hidden,1.439521499998591
total_training_14,2.3415172999993956
80_80_execution_time,35.06914440000037
