Layer,Duration (seconds)
total_output,1.8311017999999422
total_hidden,2.404274799999939
total_training_0,4.235379299999977
total_output,1.8827656999999363
total_hidden,2.4263012999999773
total_training_1,4.309069299999919
total_output,1.901087299999972
total_hidden,2.427805699999908
total_training_2,4.328894600000012
total_output,1.8816728000001604
total_hidden,2.441819000000123
total_training_3,4.3234931999998025
total_output,1.8696314000001166
total_hidden,2.3595471999999518
total_training_4,4.229180199999973
total_output,1.8473563000000013
total_hidden,2.3632487999998375
total_training_5,4.210607400000072
total_output,1.8552480999999261
total_hidden,2.364761999999928
total_training_6,4.2200127000000975
total_output,1.8407870999999432
total_hidden,2.3640367000000424
total_training_7,4.204825399999891
total_output,1.837214799999856
total_hidden,2.364060399999971
total_training_8,4.201278399999865
total_output,1.8636584000000767
total_hidden,2.352032799999961
total_training_9,4.215692999999874
total_output,1.8436816999999337
total_hidden,2.3499151000000893
total_training_10,4.19359970000005
total_output,1.8450103000000126
total_hidden,2.3660648000000037
total_training_11,4.211076399999911
total_output,1.8404955000000882
total_hidden,2.368240300000025
total_training_12,4.208737400000018
total_output,1.843571699999984
total_hidden,2.3577723999999307
total_training_13,4.201346199999989
total_output,1.8526014000001396
total_hidden,2.3926878000002034
total_training_14,4.245290699999941
500_20_execution_time,63.574275700000044
