Layer,Duration (seconds)
total_training_0,0.5966012999997474
total_training_1,0.5937252000003355
total_training_2,0.5943624999999884
total_training_3,0.5893178000005719
total_training_4,0.5945047999994131
total_training_5,0.5936178000010841
total_training_6,0.5900132000024314
total_training_7,0.5958876000004238
total_training_8,0.6179866999991646
total_training_9,0.6026452999976755
total_training_10,0.5912444999994477
total_training_11,0.590814399998635
total_training_12,0.5920076000002155
total_training_13,0.588837200000853
total_training_14,0.5943504999995639
40_80_execution_time,8.951056300000346
