Layer,Duration (seconds)
total_training_0,18.04766279999967
total_training_1,18.312396500000432
total_training_2,18.149854199999936
total_training_3,18.172374600000694
total_training_4,18.249917399999504
total_training_5,18.064940499999466
total_training_6,18.021761799999695
total_training_7,18.187300000000505
total_training_8,18.297859100000096
total_training_9,18.15159279999989
total_training_10,18.079467900000054
total_training_11,18.040808499999912
total_training_12,18.088135500000135
total_training_13,18.091000800000074
total_training_14,18.251517600000625
500_20_execution_time,272.2345379999997
