Layer,Duration (seconds)
total_output,4.4786727000027895
total_hidden,35.72895790000257
total_training_0,40.20763319999969
total_output,4.461740299997473
total_hidden,35.00204279999889
total_training_1,39.463784899999155
total_output,4.6409765999997035
total_hidden,34.93170269999973
total_training_2,39.57268180000028
total_output,4.498479500001849
total_hidden,35.627098100001604
total_training_3,40.125579800002015
total_output,4.489798599999631
total_hidden,35.458500099997764
total_training_4,39.948300899999595
total_output,4.55708290000257
total_hidden,34.91663770000014
total_training_5,39.473722999999154
total_output,4.482973900001525
total_hidden,35.51193489999787
total_training_6,39.99491040000066
total_output,4.5294143999999505
total_hidden,34.94696709999698
total_training_7,39.47638319999896
total_output,4.684395199998107
total_hidden,34.851536499998474
total_training_8,39.53593399999954
total_output,4.529205600003479
total_hidden,35.8050719999992
total_training_9,40.33427949999896
total_output,4.420909100001154
total_hidden,34.74374290000196
total_training_10,39.164654500000324
total_output,4.574820300000283
total_hidden,34.84779559999879
total_training_11,39.42261750000034
total_output,4.6000481999981275
total_hidden,35.70102159999806
total_training_12,40.301071600002615
total_output,4.533220799999981
total_hidden,34.882251000002725
total_training_13,39.415474299999914
total_output,4.621329900001001
total_hidden,34.91311459999997
total_training_14,39.53444659999877
60_80_execution_time,596.0374828999993
