Layer,Duration (seconds)
total_output,6.36478030000012
total_hidden,8.429431100000102
total_training_0,14.79421410000009
total_output,6.518331999999873
total_hidden,8.540127199999915
total_training_1,15.05846079999992
total_output,6.417691500000046
total_hidden,8.44154709999998
total_training_2,14.859239799999841
total_output,6.419848600000023
total_hidden,8.395895500000051
total_training_3,14.81574640000008
total_output,6.40835079999988
total_hidden,8.427493599999934
total_training_4,14.835845900000095
total_output,6.413069299999961
total_hidden,8.392164999999977
total_training_5,14.805236200000081
total_output,6.433119399999896
total_hidden,8.38699009999982
total_training_6,14.820110999999997
total_output,6.432377599999882
total_hidden,8.37609590000011
total_training_7,14.808474999999817
total_output,6.399994300000117
total_hidden,8.437341700000161
total_training_8,14.837338099999897
total_output,6.5551317000001745
total_hidden,8.519835599999851
total_training_9,15.07496900000001
total_output,6.430184999999938
total_hidden,8.380691500000012
total_training_10,14.810880300000008
total_output,6.433755699999892
total_hidden,8.370436500000096
total_training_11,14.804194900000084
total_output,6.417365200000177
total_hidden,8.415641900000082
total_training_12,14.833008699999937
total_output,6.421303600000101
total_hidden,8.402107699999988
total_training_13,14.823412899999994
total_output,6.43273360000012
total_hidden,8.395058800000015
total_training_14,14.82779400000004
500_80_execution_time,222.84187140000017
