Layer,Duration (seconds)
total_output,96.08589950000169
total_hidden,584.5336449999959
total_training_0,585.3860688999994
total_output,96.32853809999506
total_hidden,583.7509082000033
total_training_1,584.5878415999978
total_output,97.23321009999927
total_hidden,587.4045798000006
total_training_2,588.2236814999997
total_output,97.22879490000196
total_hidden,587.4405413999993
total_training_3,588.277484899998
total_output,95.92219740000291
total_hidden,588.6857158999992
total_training_4,590.8501706999959
total_output,98.76962859999912
total_hidden,589.5619431000014
total_training_5,590.4334218000004
total_output,99.03647150000324
total_hidden,599.646743199999
total_training_6,600.5006461000012
total_output,94.4708255000005
total_hidden,584.0057670000024
total_training_7,584.851997299993
total_output,95.58906159999606
total_hidden,581.4376549000008
total_training_8,582.2923712000047
total_output,99.43459070000245
total_hidden,583.3364469000007
total_training_9,585.4525905999981
total_output,98.78834330000245
total_hidden,587.4321900000068
total_training_10,588.267371599999
total_output,98.05972979999206
total_hidden,584.6407060999918
total_training_11,585.464309300005
total_output,95.94797509998898
total_hidden,586.8267733000102
total_training_12,587.6874631999963
total_output,98.89319339999929
total_hidden,587.6273551000049
total_training_13,588.4709555000009
total_output,97.75919399999839
total_hidden,592.1490076999908
total_training_14,593.0066143000004
1000_80_execution_time,8823.813102999993
